"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 31, 2012","8,154.35","8,179.92","8,179.92","8,115.95","-","-0.31%"
"Dec 28, 2012","8,179.92","8,211.12","8,252.48","8,145.28","-","-0.38%"
"Dec 27, 2012","8,211.12","8,205.33","8,263.03","8,189.80","-","0.07%"
"Dec 24, 2012","8,205.33","8,156.08","8,229.78","8,156.08","-","0.60%"
"Dec 21, 2012","8,156.08","8,189.65","8,191.24","8,062.29","-","-0.41%"
"Dec 20, 2012","8,189.65","8,157.51","8,242.39","8,145.56","-","0.39%"
"Dec 19, 2012","8,157.51","8,035.79","8,157.51","8,035.59","-","1.51%"
"Dec 18, 2012","8,035.79","7,960.13","8,053.86","7,960.13","-","0.95%"
"Dec 17, 2012","7,960.13","8,011.05","8,045.91","7,948.95","-","-0.64%"
"Dec 14, 2012","8,011.05","8,037.06","8,084.02","8,001.25","-","-0.32%"
"Dec 13, 2012","8,037.06","8,080.24","8,126.95","8,004.54","-","-0.53%"
"Dec 12, 2012","8,080.24","8,026.20","8,108.88","8,026.20","-","0.67%"
"Dec 11, 2012","8,026.20","8,029.05","8,065.31","8,013.89","-","-0.04%"
"Dec 10, 2012","8,029.05","8,031.52","8,031.52","7,952.74","-","-0.03%"
"Dec 07, 2012","8,031.52","7,955.11","8,031.52","7,916.22","-","0.96%"
"Dec 06, 2012","7,955.11","7,990.77","8,051.70","7,929.75","-","-0.45%"
"Dec 05, 2012","7,990.77","7,935.96","8,007.70","7,935.96","-","0.69%"
"Dec 04, 2012","7,935.96","7,954.84","7,996.74","7,922.05","-","-0.24%"
"Dec 03, 2012","7,954.84","7,916.80","7,979.00","7,916.80","-","0.48%"
"Nov 30, 2012","7,916.80","7,863.74","7,948.50","7,863.74","-","0.67%"
"Nov 29, 2012","7,863.74","7,724.28","7,882.87","7,724.28","-","1.81%"
"Nov 28, 2012","7,724.28","7,705.81","7,730.97","7,657.79","-","0.24%"
"Nov 27, 2012","7,705.81","7,666.56","7,749.26","7,666.56","-","0.51%"
"Nov 26, 2012","7,666.56","7,713.98","7,737.40","7,647.26","-","-0.61%"
"Nov 23, 2012","7,713.98","7,668.91","7,721.61","7,642.41","-","0.59%"
"Nov 22, 2012","7,668.91","7,585.96","7,677.11","7,585.96","-","1.09%"
"Nov 21, 2012","7,585.96","7,587.44","7,615.85","7,557.30","-","-0.02%"
"Nov 20, 2012","7,587.44","7,518.20","7,606.73","7,489.85","-","0.92%"
"Nov 19, 2012","7,518.20","7,377.99","7,518.20","7,377.99","-","1.90%"
"Nov 16, 2012","7,377.99","7,551.02","7,629.85","7,339.51","-","-2.29%"
"Nov 15, 2012","7,551.02","7,581.50","7,581.50","7,521.33","-","-0.40%"
"Nov 14, 2012","7,581.50","7,611.00","7,693.99","7,579.73","-","-0.39%"
"Nov 13, 2012","7,611.00","7,638.92","7,638.92","7,560.12","-","-0.37%"
"Nov 12, 2012","7,638.92","7,668.02","7,694.45","7,635.33","-","-0.38%"
"Nov 09, 2012","7,668.02","7,705.17","7,753.17","7,619.29","-","-0.48%"
"Nov 08, 2012","7,705.17","7,745.86","7,813.18","7,701.00","-","-0.53%"
"Nov 07, 2012","7,745.86","7,771.09","7,921.30","7,745.86","-","-0.32%"
"Nov 06, 2012","7,771.09","7,733.05","7,771.09","7,714.81","-","0.49%"
"Nov 05, 2012","7,733.05","7,684.49","7,766.43","7,672.39","-","0.63%"
"Nov 02, 2012","7,684.49","7,693.77","7,770.37","7,657.88","-","-0.12%"
"Nov 01, 2012","7,693.77","7,525.79","7,699.46","7,522.04","-","2.23%"
"Oct 31, 2012","7,525.79","7,529.15","7,625.49","7,502.14","-","-0.04%"
"Oct 30, 2012","7,529.15","7,441.41","7,529.15","7,420.16","-","1.18%"
"Oct 29, 2012","7,441.41","7,393.74","7,471.31","7,353.51","-","0.64%"
"Oct 26, 2012","7,393.74","7,390.08","7,436.29","7,346.44","-","0.05%"
"Oct 25, 2012","7,390.08","7,352.55","7,426.46","7,337.21","-","0.51%"
"Oct 24, 2012","7,352.55","7,363.24","7,380.90","7,286.41","-","-0.15%"
"Oct 23, 2012","7,363.24","7,564.31","7,586.40","7,363.24","-","-2.66%"
"Oct 22, 2012","7,564.31","7,621.02","7,638.76","7,546.18","-","-0.74%"
"Oct 19, 2012","7,621.02","7,642.65","7,705.55","7,616.50","-","-0.28%"
"Oct 18, 2012","7,642.65","7,523.24","7,645.05","7,523.24","-","1.59%"
"Oct 17, 2012","7,523.24","7,463.74","7,536.84","7,453.53","-","0.80%"
"Oct 16, 2012","7,463.74","7,350.61","7,464.90","7,350.61","-","1.54%"
"Oct 15, 2012","7,350.61","7,353.40","7,377.50","7,333.23","-","-0.04%"
"Oct 12, 2012","7,353.40","7,537.52","7,537.52","7,353.40","-","-2.44%"
"Oct 11, 2012","7,537.52","7,502.79","7,573.21","7,477.02","-","0.46%"
"Oct 10, 2012","7,502.79","7,667.16","7,667.16","7,502.79","-","-2.14%"
"Oct 09, 2012","7,667.16","7,745.45","7,778.72","7,655.00","-","-1.01%"
"Oct 08, 2012","7,745.45","7,909.47","7,909.47","7,718.99","-","-2.07%"
"Oct 05, 2012","7,909.47","7,773.20","7,923.26","7,770.02","-","1.75%"
"Oct 04, 2012","7,773.20","7,684.37","7,777.93","7,672.17","-","1.16%"
"Oct 03, 2012","7,684.37","7,770.37","7,770.37","7,664.29","-","-1.11%"
"Oct 02, 2012","7,770.37","7,739.35","7,828.30","7,688.78","-","0.40%"
"Oct 01, 2012","7,739.35","7,565.77","7,754.80","7,549.44","-","2.29%"
"Sep 28, 2012","7,565.77","7,609.93","7,667.30","7,556.30","-","-0.58%"
"Sep 27, 2012","7,609.93","7,539.85","7,609.93","7,532.39","-","0.93%"
"Sep 26, 2012","7,539.85","7,715.99","7,715.99","7,518.63","-","-2.28%"
"Sep 25, 2012","7,715.99","7,641.78","7,724.81","7,632.52","-","0.97%"
"Sep 24, 2012","7,641.78","7,754.76","7,755.26","7,599.78","-","-1.46%"
"Sep 21, 2012","7,754.76","7,716.06","7,776.75","7,716.06","-","0.50%"
"Sep 20, 2012","7,716.06","7,794.08","7,794.08","7,678.38","-","-1.00%"
"Sep 19, 2012","7,794.08","7,722.48","7,799.70","7,718.62","-","0.93%"
"Sep 18, 2012","7,722.48","7,883.95","7,883.95","7,722.48","-","-2.05%"
"Sep 17, 2012","7,883.95","7,960.29","7,970.46","7,872.79","-","-0.96%"
"Sep 14, 2012","7,960.29","7,651.48","7,986.17","7,651.48","-","4.04%"
"Sep 13, 2012","7,651.48","7,642.13","7,689.91","7,612.18","-","0.12%"
"Sep 12, 2012","7,642.13","7,560.67","7,673.94","7,524.30","-","1.08%"
"Sep 11, 2012","7,560.67","7,564.42","7,591.19","7,468.51","-","-0.05%"
"Sep 10, 2012","7,564.42","7,487.67","7,628.65","7,480.08","-","1.03%"
"Sep 07, 2012","7,487.67","7,272.72","7,487.67","7,272.72","-","2.96%"
"Sep 06, 2012","7,272.72","7,034.35","7,275.87","7,034.35","-","3.39%"
"Sep 05, 2012","7,034.35","7,019.24","7,054.16","6,952.82","-","0.22%"
"Sep 04, 2012","7,019.24","7,189.03","7,199.03","7,015.23","-","-2.36%"
"Sep 03, 2012","7,189.03","7,161.10","7,209.51","7,105.51","-","0.39%"
"Aug 31, 2012","7,161.10","7,040.05","7,192.47","7,023.04","-","1.72%"
"Aug 30, 2012","7,040.05","7,163.18","7,163.18","7,029.54","-","-1.72%"
"Aug 29, 2012","7,163.18","7,191.36","7,260.78","7,142.28","-","-0.39%"
"Aug 28, 2012","7,191.36","7,269.68","7,280.34","7,172.77","-","-1.08%"
"Aug 24, 2012","7,269.68","7,367.55","7,399.00","7,234.62","-","-1.33%"
"Aug 23, 2012","7,367.55","7,390.29","7,454.46","7,321.41","-","-0.31%"
"Aug 22, 2012","7,390.29","7,588.39","7,588.39","7,374.59","-","-2.61%"
"Aug 21, 2012","7,588.39","7,526.71","7,608.53","7,526.71","-","0.82%"
"Aug 20, 2012","7,526.71","7,604.38","7,615.82","7,499.27","-","-1.02%"
"Aug 17, 2012","7,604.38","7,487.26","7,604.38","7,487.26","-","1.56%"
"Aug 16, 2012","7,487.26","7,396.81","7,503.24","7,365.89","-","1.22%"
"Aug 15, 2012","7,396.81","7,445.23","7,445.23","7,379.11","-","-0.65%"
"Aug 14, 2012","7,445.23","7,397.70","7,470.59","7,397.70","-","0.64%"
"Aug 13, 2012","7,397.70","7,428.79","7,445.48","7,363.95","-","-0.42%"
"Aug 10, 2012","7,428.79","7,430.88","7,441.46","7,366.31","-","-0.03%"
"Aug 09, 2012","7,430.88","7,383.90","7,463.26","7,373.70","-","0.64%"
"Aug 08, 2012","7,383.90","7,339.78","7,383.90","7,308.56","-","0.60%"
"Aug 07, 2012","7,339.78","7,305.62","7,339.78","7,248.15","-","0.47%"
"Aug 06, 2012","7,305.62","7,173.46","7,323.90","7,164.80","-","1.84%"
"Aug 03, 2012","7,173.46","6,964.20","7,180.24","6,964.20","-","3.00%"
"Aug 02, 2012","6,964.20","7,076.06","7,093.33","6,961.74","-","-1.58%"
"Aug 01, 2012","7,076.06","7,004.88","7,101.41","6,980.52","-","1.02%"
"Jul 31, 2012","7,004.88","7,075.94","7,127.86","6,970.29","-","-1.00%"
"Jul 30, 2012","7,075.94","6,950.92","7,088.31","6,950.92","-","1.80%"
"Jul 27, 2012","6,950.92","6,810.69","6,960.07","6,810.69","-","2.06%"
"Jul 26, 2012","6,810.69","6,646.90","6,812.52","6,586.33","-","2.46%"
"Jul 25, 2012","6,646.90","6,681.15","6,713.56","6,630.22","-","-0.51%"
"Jul 24, 2012","6,681.15","6,632.42","6,733.96","6,609.77","-","0.73%"
"Jul 23, 2012","6,632.42","6,819.82","6,841.30","6,595.05","-","-2.75%"
"Jul 20, 2012","6,819.82","6,843.61","6,991.89","6,816.70","-","-0.35%"
"Jul 19, 2012","6,843.61","6,702.34","6,845.03","6,702.34","-","2.11%"
"Jul 18, 2012","6,702.34","6,734.33","6,744.55","6,639.59","-","-0.48%"
"Jul 17, 2012","6,734.33","6,824.48","6,896.65","6,717.89","-","-1.32%"
"Jul 16, 2012","6,824.48","6,805.00","6,838.74","6,771.33","-","0.29%"
"Jul 13, 2012","6,805.00","6,693.11","6,818.88","6,690.23","-","1.67%"
"Jul 12, 2012","6,693.11","6,755.58","6,784.79","6,656.59","-","-0.92%"
"Jul 11, 2012","6,755.58","6,903.38","6,903.38","6,726.21","-","-2.14%"
"Jul 10, 2012","6,903.38","6,821.16","6,935.19","6,807.35","-","1.21%"
"Jul 09, 2012","6,821.16","6,875.50","6,891.98","6,782.59","-","-0.79%"
"Jul 06, 2012","6,875.50","7,020.49","7,020.49","6,857.40","-","-2.07%"
"Jul 05, 2012","7,020.49","7,015.96","7,101.68","6,964.01","-","0.06%"
"Jul 04, 2012","7,015.96","7,023.80","7,045.52","6,952.57","-","-0.11%"
"Jul 03, 2012","7,023.80","6,896.59","7,023.99","6,867.06","-","1.84%"
"Jul 02, 2012","6,896.59","6,786.65","6,965.65","6,771.23","-","1.62%"
"Jun 29, 2012","6,786.65","6,504.79","6,792.61","6,504.79","-","4.33%"
"Jun 28, 2012","6,504.79","6,540.51","6,573.75","6,401.35","-","-0.55%"
"Jun 27, 2012","6,540.51","6,448.13","6,544.83","6,406.39","-","1.43%"
"Jun 26, 2012","6,448.13","6,515.33","6,542.83","6,422.98","-","-1.03%"
"Jun 25, 2012","6,515.33","6,661.41","6,688.46","6,515.18","-","-2.19%"
"Jun 22, 2012","6,661.41","6,844.74","6,844.74","6,650.24","-","-2.68%"
"Jun 21, 2012","6,844.74","6,968.36","6,968.36","6,826.14","-","-1.77%"
"Jun 20, 2012","6,968.36","6,782.93","6,969.92","6,729.44","-","2.73%"
"Jun 19, 2012","6,782.93","6,620.00","6,788.30","6,620.00","-","2.46%"
"Jun 18, 2012","6,620.00","6,650.53","6,782.99","6,576.42","-","-0.46%"
"Jun 15, 2012","6,650.53","6,662.34","6,768.88","6,650.53","-","-0.18%"
"Jun 14, 2012","6,662.34","6,706.66","6,730.95","6,536.19","-","-0.66%"
"Jun 13, 2012","6,706.66","6,874.31","6,962.77","6,645.61","-","-2.44%"
"Jun 12, 2012","6,874.31","6,945.44","6,954.80","6,807.33","-","-1.02%"
"Jun 11, 2012","6,945.44","6,929.01","7,122.03","6,924.75","-","0.24%"
"Jun 08, 2012","6,929.01","6,996.19","6,996.19","6,834.54","-","-0.96%"
"Jun 07, 2012","6,996.19","6,919.18","7,022.08","6,858.07","-","1.11%"
"Jun 06, 2012","6,919.18","6,827.46","6,993.99","6,827.46","-","1.34%"
"Jun 01, 2012","6,827.46","7,153.15","7,166.45","6,808.25","-","-4.55%"
"May 31, 2012","7,153.15","7,208.67","7,291.26","7,068.84","-","-0.77%"
"May 30, 2012","7,208.67","7,368.71","7,368.71","7,187.30","-","-2.17%"
"May 29, 2012","7,368.71","7,230.36","7,372.88","7,230.36","-","1.91%"
"May 28, 2012","7,230.36","7,056.85","7,258.11","7,056.85","-","2.46%"
"May 25, 2012","7,056.85","7,094.96","7,159.07","6,995.06","-","-0.54%"
"May 24, 2012","7,094.96","7,051.44","7,136.52","6,998.17","-","0.62%"
"May 23, 2012","7,051.44","7,238.25","7,238.25","7,027.91","-","-2.58%"
"May 22, 2012","7,238.25","6,996.81","7,248.93","6,996.81","-","3.45%"
"May 21, 2012","6,996.81","6,869.04","7,019.39","6,858.09","-","1.86%"
"May 18, 2012","6,869.04","7,034.75","7,034.75","6,869.04","-","-2.36%"
"May 17, 2012","7,034.75","7,076.72","7,140.23","7,027.46","-","-0.59%"
"May 16, 2012","7,076.72","7,108.44","7,175.61","6,981.65","-","-0.45%"
"May 15, 2012","7,108.44","7,218.09","7,277.14","7,069.89","-","-1.52%"
"May 14, 2012","7,218.09","7,371.28","7,377.19","7,143.08","-","-2.08%"
"May 11, 2012","7,371.28","7,369.25","7,383.76","7,277.62","-","0.03%"
"May 10, 2012","7,369.25","7,239.91","7,390.07","7,180.63","-","1.79%"
"May 09, 2012","7,239.91","7,419.53","7,423.56","7,164.39","-","-2.42%"
"May 08, 2012","7,419.53","7,610.16","7,660.26","7,400.84","-","-2.50%"
"May 04, 2012","7,610.16","7,787.54","7,787.54","7,549.38","-","-2.28%"
"May 03, 2012","7,787.54","7,872.77","7,888.56","7,761.72","-","-1.08%"
"May 02, 2012","7,872.77","7,916.31","7,938.01","7,814.85","-","-0.55%"
"May 01, 2012","7,916.31","7,889.10","7,945.78","7,849.74","-","0.34%"
"Apr 30, 2012","7,889.10","8,018.26","8,067.33","7,864.97","-","-1.61%"
"Apr 27, 2012","8,018.26","7,933.36","8,053.01","7,852.54","-","1.07%"
"Apr 26, 2012","7,933.36","7,822.92","7,945.96","7,822.92","-","1.41%"
"Apr 25, 2012","7,822.92","7,720.63","7,869.87","7,720.63","-","1.32%"
"Apr 24, 2012","7,720.63","7,638.83","7,793.44","7,638.83","-","1.07%"
"Apr 23, 2012","7,638.83","7,870.09","7,870.09","7,574.95","-","-2.94%"
"Apr 20, 2012","7,870.09","7,899.95","7,914.84","7,779.45","-","-0.38%"
"Apr 19, 2012","7,899.95","7,779.34","7,946.77","7,779.34","-","1.55%"
"Apr 18, 2012","7,779.34","7,703.73","7,818.74","7,649.56","-","0.98%"
"Apr 17, 2012","7,703.73","7,521.50","7,715.57","7,474.11","-","2.42%"
"Apr 16, 2012","7,521.50","7,522.19","7,572.23","7,488.41","-","-0.01%"
"Apr 13, 2012","7,522.19","7,654.56","7,671.51","7,517.39","-","-1.73%"
"Apr 12, 2012","7,654.56","7,458.70","7,680.78","7,458.70","-","2.63%"
"Apr 11, 2012","7,458.70","7,335.56","7,497.23","7,278.37","-","1.68%"
"Apr 10, 2012","7,335.56","7,592.54","7,592.54","7,335.56","-","-3.38%"
"Apr 05, 2012","7,592.54","7,525.56","7,648.82","7,464.61","-","0.89%"
"Apr 04, 2012","7,525.56","7,814.84","7,815.73","7,503.04","-","-3.70%"
"Apr 03, 2012","7,814.84","7,840.67","7,902.57","7,812.61","-","-0.33%"
"Apr 02, 2012","7,840.67","7,661.91","7,840.67","7,661.91","-","2.33%"
"Mar 30, 2012","7,661.91","7,445.45","7,668.93","7,445.45","-","2.91%"
"Mar 29, 2012","7,445.45","7,616.75","7,619.89","7,415.26","-","-2.25%"
"Mar 28, 2012","7,616.75","7,716.12","7,753.97","7,600.00","-","-1.29%"
"Mar 27, 2012","7,716.12","7,749.98","7,828.16","7,683.13","-","-0.44%"
"Mar 26, 2012","7,749.98","7,653.54","7,820.04","7,653.10","-","1.26%"
"Mar 23, 2012","7,653.54","7,616.07","7,692.71","7,546.29","-","0.49%"
"Mar 22, 2012","7,616.07","7,776.92","7,780.85","7,600.07","-","-2.07%"
"Mar 21, 2012","7,776.92","7,910.01","8,012.05","7,742.08","-","-1.68%"
"Mar 20, 2012","7,910.01","8,060.49","8,060.49","7,852.93","-","-1.87%"
"Mar 19, 2012","8,060.49","8,122.39","8,124.16","8,036.56","-","-0.76%"
"Mar 16, 2012","8,122.39","8,043.34","8,122.39","8,029.71","-","0.98%"
"Mar 15, 2012","8,043.34","8,058.44","8,092.62","7,995.88","-","-0.19%"
"Mar 14, 2012","8,058.44","8,125.44","8,201.34","8,043.11","-","-0.82%"
"Mar 13, 2012","8,125.44","7,973.98","8,125.44","7,973.98","-","1.90%"
"Mar 12, 2012","7,973.98","7,954.86","7,990.41","7,916.77","-","0.24%"
"Mar 09, 2012","7,954.86","7,967.90","8,001.35","7,913.12","-","-0.16%"
"Mar 08, 2012","7,967.90","7,719.71","7,967.90","7,719.71","-","3.22%"
"Mar 07, 2012","7,719.71","7,605.58","7,759.70","7,561.87","-","1.50%"
"Mar 06, 2012","7,605.58","7,843.49","7,843.49","7,549.98","-","-3.03%"
"Mar 05, 2012","7,843.49","8,002.26","8,002.26","7,815.48","-","-1.98%"
"Mar 02, 2012","8,002.26","7,969.68","8,055.52","7,962.46","-","0.41%"
"Mar 01, 2012","7,969.68","8,069.14","8,075.72","7,963.76","-","-1.23%"
"Feb 29, 2012","8,069.14","8,191.34","8,217.49","8,034.46","-","-1.49%"
"Feb 28, 2012","8,191.34","8,201.30","8,273.10","8,156.18","-","-0.12%"
"Feb 27, 2012","8,201.30","8,260.14","8,260.14","8,108.62","-","-0.71%"
"Feb 24, 2012","8,260.14","8,174.26","8,278.32","8,172.49","-","1.05%"
"Feb 23, 2012","8,174.26","8,022.36","8,183.32","8,011.58","-","1.89%"
"Feb 22, 2012","8,022.36","7,967.54","8,045.53","7,938.99","-","0.69%"
"Feb 21, 2012","7,967.54","8,079.25","8,082.50","7,926.19","-","-1.38%"
"Feb 20, 2012","8,079.25","7,812.35","8,098.23","7,812.35","-","3.42%"
"Feb 17, 2012","7,812.35","7,622.10","7,841.98","7,622.10","-","2.50%"
"Feb 16, 2012","7,622.10","7,680.73","7,680.73","7,546.13","-","-0.76%"
"Feb 15, 2012","7,680.73","7,554.46","7,708.56","7,554.46","-","1.67%"
"Feb 14, 2012","7,554.46","7,608.05","7,657.97","7,532.91","-","-0.70%"
"Feb 13, 2012","7,608.05","7,600.55","7,683.61","7,597.92","-","0.10%"
"Feb 10, 2012","7,600.55","7,596.31","7,629.73","7,482.05","-","0.06%"
"Feb 09, 2012","7,596.31","7,556.48","7,645.38","7,532.24","-","0.53%"
"Feb 08, 2012","7,556.48","7,664.72","7,706.71","7,544.79","-","-1.41%"
"Feb 07, 2012","7,664.72","7,751.69","7,777.22","7,638.16","-","-1.12%"
"Feb 06, 2012","7,751.69","7,742.42","7,775.12","7,654.61","-","0.12%"
"Feb 03, 2012","7,742.42","7,595.82","7,768.16","7,491.78","-","1.93%"
"Feb 02, 2012","7,595.82","7,566.46","7,672.58","7,549.74","-","0.39%"
"Feb 01, 2012","7,566.46","7,366.93","7,612.77","7,366.93","-","2.71%"
"Jan 31, 2012","7,366.93","7,254.56","7,425.39","7,254.56","-","1.55%"
"Jan 30, 2012","7,254.56","7,402.02","7,405.70","7,230.49","-","-1.99%"
"Jan 27, 2012","7,402.02","7,496.36","7,551.95","7,402.02","-","-1.26%"
"Jan 26, 2012","7,496.36","7,326.66","7,529.32","7,326.66","-","2.32%"
"Jan 25, 2012","7,326.66","7,224.09","7,424.70","7,224.09","-","1.42%"
"Jan 24, 2012","7,224.09","7,254.58","7,309.25","7,168.41","-","-0.42%"
"Jan 23, 2012","7,254.58","7,393.39","7,395.36","7,193.87","-","-1.88%"
"Jan 20, 2012","7,393.39","7,549.24","7,551.37","7,312.42","-","-2.06%"
"Jan 19, 2012","7,549.24","7,457.54","7,604.62","7,457.54","-","1.23%"
"Jan 18, 2012","7,457.54","7,570.73","7,580.74","7,403.88","-","-1.50%"
"Jan 17, 2012","7,570.73","7,478.43","7,664.11","7,478.43","-","1.23%"
"Jan 16, 2012","7,478.43","7,467.32","7,499.20","7,372.10","-","0.15%"
"Jan 13, 2012","7,467.32","7,459.54","7,569.95","7,412.90","-","0.10%"
"Jan 12, 2012","7,459.54","7,436.88","7,535.89","7,382.71","-","0.30%"
"Jan 11, 2012","7,436.88","7,464.32","7,506.02","7,429.96","-","-0.37%"
"Jan 10, 2012","7,464.32","7,392.47","7,502.27","7,392.47","-","0.97%"
"Jan 09, 2012","7,392.47","7,339.35","7,414.39","7,326.10","-","0.72%"
"Jan 06, 2012","7,339.35","7,205.85","7,347.44","7,205.85","-","1.85%"
"Jan 05, 2012","7,205.85","7,281.45","7,338.52","7,199.81","-","-1.04%"
"Jan 04, 2012","7,281.45","7,314.71","7,348.57","7,252.57","-","-0.45%"
"Jan 03, 2012","7,314.71","7,106.50","7,314.71","7,106.50","-","2.93%"
"Dec 30, 2011","7,106.50","7,068.26","7,119.17","7,055.82","-","0.54%"
"Dec 29, 2011","7,068.26","6,984.99","7,068.26","6,976.13","-","1.19%"
"Dec 28, 2011","6,984.99","6,951.29","7,068.05","6,899.08","-","0.48%"
"Dec 23, 2011","6,951.29","6,899.79","6,958.49","6,892.32","-","0.75%"
"Dec 22, 2011","6,899.79","6,882.93","6,963.98","6,882.93","-","0.24%"
"Dec 21, 2011","6,882.93","6,903.20","7,001.25","6,864.19","-","-0.29%"
"Dec 20, 2011","6,903.20","6,742.22","6,918.53","6,722.38","-","2.39%"
"Dec 19, 2011","6,742.22","6,795.75","6,832.03","6,725.16","-","-0.79%"
"Dec 16, 2011","6,795.75","6,785.17","6,858.57","6,783.70","-","0.16%"
"Dec 15, 2011","6,785.17","6,654.82","6,830.22","6,634.30","-","1.96%"
"Dec 14, 2011","6,654.82","6,879.27","6,901.59","6,654.82","-","-3.26%"
"Dec 13, 2011","6,879.27","6,765.42","6,885.86","6,740.65","-","1.68%"
"Dec 12, 2011","6,765.42","6,910.46","6,910.46","6,765.42","-","-2.10%"
"Dec 09, 2011","6,910.46","6,929.81","6,996.89","6,842.70","-","-0.28%"
"Dec 08, 2011","6,929.81","7,089.19","7,152.16","6,929.81","-","-2.25%"
"Dec 07, 2011","7,089.19","7,123.76","7,233.61","7,005.14","-","-0.49%"
"Dec 06, 2011","7,123.76","7,136.06","7,153.66","7,058.64","-","-0.17%"
"Dec 05, 2011","7,136.06","7,143.38","7,212.51","7,129.00","-","-0.10%"
"Dec 02, 2011","7,143.38","7,068.20","7,185.22","7,068.20","-","1.06%"
"Dec 01, 2011","7,068.20","7,155.12","7,178.17","7,029.12","-","-1.21%"
"Nov 30, 2011","7,155.12","6,905.26","7,182.80","6,812.25","-","3.62%"
"Nov 29, 2011","6,905.26","6,805.97","6,928.89","6,779.35","-","1.46%"
"Nov 28, 2011","6,805.97","6,509.93","6,813.38","6,509.93","-","4.55%"
"Nov 25, 2011","6,509.93","6,482.56","6,566.19","6,373.62","-","0.42%"
"Nov 24, 2011","6,482.56","6,328.30","6,525.44","6,316.54","-","2.44%"
"Nov 23, 2011","6,328.30","6,401.00","6,401.00","6,288.22","-","-1.14%"
"Nov 22, 2011","6,401.00","6,389.83","6,477.67","6,362.43","-","0.17%"
"Nov 21, 2011","6,389.83","6,603.18","6,603.18","6,378.36","-","-3.23%"
"Nov 18, 2011","6,603.18","6,732.57","6,732.57","6,577.69","-","-1.92%"
"Nov 17, 2011","6,732.57","6,866.75","6,874.17","6,657.49","-","-1.95%"
"Nov 16, 2011","6,866.75","6,879.24","6,978.62","6,781.21","-","-0.18%"
"Nov 15, 2011","6,879.24","6,905.47","6,926.17","6,807.13","-","-0.38%"
"Nov 14, 2011","6,905.47","6,996.76","7,050.31","6,876.96","-","-1.30%"
"Nov 11, 2011","6,996.76","6,791.27","7,003.77","6,772.13","-","3.03%"
"Nov 10, 2011","6,791.27","6,849.99","6,899.08","6,671.54","-","-0.86%"
"Nov 09, 2011","6,849.99","6,942.31","7,053.97","6,804.75","-","-1.33%"
"Nov 08, 2011","6,942.31","6,821.28","6,976.14","6,821.06","-","1.77%"
"Nov 07, 2011","6,821.28","6,948.03","6,948.03","6,675.72","-","-1.82%"
"Nov 04, 2011","6,948.03","6,949.97","7,013.89","6,890.77","-","-0.03%"
"Nov 03, 2011","6,949.97","6,729.60","6,969.74","6,602.14","-","3.27%"
"Nov 02, 2011","6,729.60","6,626.92","6,792.25","6,621.17","-","1.55%"
"Nov 01, 2011","6,626.92","6,900.49","6,900.49","6,536.22","-","-3.96%"
"Oct 31, 2011","6,900.49","7,119.91","7,119.91","6,900.49","-","-3.08%"
"Oct 28, 2011","7,119.91","7,075.98","7,155.58","7,053.84","-","0.62%"
"Oct 27, 2011","7,075.98","6,766.39","7,103.74","6,766.39","-","4.58%"
"Oct 26, 2011","6,766.39","6,731.81","6,818.61","6,694.01","-","0.51%"
"Oct 25, 2011","6,731.81","6,706.03","6,792.80","6,656.41","-","0.38%"
"Oct 24, 2011","6,706.03","6,519.12","6,714.49","6,510.62","-","2.87%"
"Oct 21, 2011","6,519.12","6,305.46","6,527.39","6,305.46","-","3.39%"
"Oct 20, 2011","6,305.46","6,460.41","6,460.41","6,262.11","-","-2.40%"
"Oct 19, 2011","6,460.41","6,404.47","6,509.82","6,390.97","-","0.87%"
"Oct 18, 2011","6,404.47","6,379.71","6,427.99","6,222.03","-","0.39%"
"Oct 17, 2011","6,379.71","6,487.06","6,606.52","6,318.73","-","-1.65%"
"Oct 14, 2011","6,487.06","6,388.16","6,534.26","6,388.16","-","1.55%"
"Oct 13, 2011","6,388.16","6,568.37","6,594.43","6,350.76","-","-2.74%"
"Oct 12, 2011","6,568.37","6,388.63","6,583.60","6,309.42","-","2.81%"
"Oct 11, 2011","6,388.63","6,354.62","6,398.72","6,265.63","-","0.54%"
"Oct 10, 2011","6,354.62","6,203.17","6,376.60","6,185.62","-","2.44%"
"Oct 07, 2011","6,203.17","6,115.85","6,274.81","6,080.91","-","1.43%"
"Oct 06, 2011","6,115.85","5,769.53","6,115.85","5,769.53","-","6.00%"
"Oct 05, 2011","5,769.53","5,576.60","5,801.02","5,576.60","-","3.46%"
"Oct 04, 2011","5,576.60","5,899.85","5,899.85","5,503.76","-","-5.48%"
"Oct 03, 2011","5,899.85","6,048.46","6,048.46","5,866.48","-","-2.46%"
"Sep 30, 2011","6,048.46","6,222.36","6,222.36","6,013.56","-","-2.79%"
"Sep 29, 2011","6,222.36","6,263.95","6,288.27","6,180.19","-","-0.66%"
"Sep 28, 2011","6,263.95","6,378.84","6,430.81","6,233.46","-","-1.80%"
"Sep 27, 2011","6,378.84","6,106.75","6,381.83","6,106.75","-","4.46%"
"Sep 26, 2011","6,106.75","6,050.56","6,118.64","5,929.70","-","0.93%"
"Sep 23, 2011","6,050.56","6,240.98","6,295.09","5,942.52","-","-3.05%"
"Sep 22, 2011","6,240.98","6,547.63","6,547.63","6,222.09","-","-4.68%"
